query_id,reference_id,score
Q00170,R482438,14.733323639213697
Q00171,R873872,9.854049767128982
Q00172,R688641,11.347913903803157
Q00173,R788255,14.35683337363605
Q00174,R257454,15.37622631114632
Q00175,R305901,14.594042731433833
Q00176,R547747,12.377288067668779
Q00177,R003131,14.498078538756056
Q00178,R134152,16.183989968304477
Q00179,R410516,12.604294076657586
Q00180,R671339,16.24361470174562
Q00181,R959338,17.365225562772164
Q00182,R056327,17.14262190364044
Q00183,R755229,18.55873430156622
Q00184,R509540,14.099137562869117
Q00185,R653525,12.985232947173541
Q00186,R043538,13.37427232951086
Q00187,R712300,11.413181451338845
Q00188,R279335,15.020201148288328
Q00189,R065669,16.982862728713776
Q00190,R814685,14.994180215146566
Q00191,R978364,13.90121185831721
Q00192,R634299,14.2804715783925
Q00193,R415205,12.159420875239377
Q00194,R142446,19.74997210570845
Q00195,R473445,16.037945139032185
Q00196,R510654,16.42160789240969
Q00197,R651978,16.249235299769268
Q00198,R548358,10.008607864425057
Q00199,R415205,11.702503904360015
Q00200,R704550,16.980486660919645
Q00201,R095959,17.566421519446028
Q00202,R561887,14.032561551151971
Q00203,R024302,9.874333903747267
Q00204,R733588,13.950508650688786
Q00205,R481304,14.805728415970803
Q00206,R595071,13.219253302815254
Q00207,R068417,15.859780683063981
Q00208,R856157,16.308268106791683
Q00209,R882666,17.395837250067576
Q00210,R853972,15.30621146226926
Q00211,R161247,16.05259102821542
Q00212,R798771,10.739873508659946
Q00213,R491510,14.8664830674916
Q00214,R697938,11.038658616512748
Q00215,R474477,15.408371379888996
Q00216,R100607,16.79700919375165
Q00217,R505137,12.087672929158114
Q00218,R699646,15.226316802893297
Q00219,R167926,17.845455072553776
Q00220,R304740,14.581941105640974
Q00221,R243238,14.961953354821558
Q00222,R918014,14.923995055749483
Q00223,R119228,11.656606444671192
Q00224,R218973,18.3910318799387
Q00225,R530966,12.272185999579806
Q00226,R095207,15.53782333235996
Q00227,R414580,16.351686711704595
Q00228,R781568,15.317588046506797
Q00229,R019118,15.006827011248943
Q00230,R229670,16.116170324188314
Q00231,R316719,18.755284960307655
Q00232,R330020,19.29276142500502
Q00233,R675266,12.942338266899645
Q00234,R559409,15.27734487340851
Q00235,R272219,13.003485488285127
Q00236,R738296,15.389529733399131
Q00237,R815689,12.048267421364313
Q00238,R279009,15.921521672563093
Q00239,R051604,12.553106936011396
Q00240,R030035,18.34260513325021
Q00241,R576323,15.430653390175861
Q00242,R783698,17.870756434863438
Q00243,R401892,20.431779531879044
Q00244,R776970,16.442646971330337
Q00245,R362040,15.459788757512307
Q00246,R652018,16.526467528257243
Q00247,R138158,18.104137134114904
Q00248,R500637,13.426027548980576
Q00249,R415544,16.415530312853907
Q00250,R628112,10.561975854159192
Q00251,R307756,14.089930957861485
Q00252,R986095,18.98886286460303
Q00253,R232661,13.732889837188672
Q00254,R149547,11.414569793336932
Q00255,R391242,8.182473413040366
Q00256,R240195,14.911947731579897
Q00257,R821599,9.948672035853267
Q00258,R612716,16.204722288843744
Q00259,R486714,15.814896452774972
Q00260,R771474,15.953043936222437
Q00261,R444904,15.10958717044763
Q00262,R766253,15.075175170660913
Q00263,R218842,15.558298416241293
Q00264,R415205,11.971389348647632
Q00265,R415205,13.026921807844486
Q00266,R523342,15.181680896041224
Q00267,R964780,15.49523073325028
Q00268,R853665,17.594392275615075
Q00269,R591077,16.512471110059455
Q00270,R602510,14.319997058577242
Q00271,R576959,18.665078027929347
Q00272,R312324,16.765695730052926
Q00273,R503675,19.581225815989434
Q00274,R061535,15.1465740046565
Q00275,R008366,16.802590939785038
Q00276,R228630,17.783462900982297
Q00277,R106863,14.229193967978096
Q00278,R946826,16.51673101000028
Q00279,R390837,11.802961171861845
Q00280,R906825,10.555868280567173
Q00281,R247173,18.248312104775074
Q00282,R489556,15.561618554983918
Q00283,R203396,19.884276813976516
Q00284,R027577,15.420583237565763
Q00285,R706794,13.899364738660529
Q00286,R442086,10.594437422473149
Q00287,R860788,17.090528940111458
Q00288,R227610,14.077715617639004
Q00289,R185432,18.401341462493544
Q00290,R999344,18.551899717186433
Q00291,R808102,16.521039430897055
Q00292,R547996,19.766945324791894
Q00293,R984648,15.19055599369331
Q00294,R764702,13.603362866040632
Q00295,R238393,15.72843341373123
Q00296,R431899,20.98111260469203
Q00297,R585213,14.350081718371545
Q00298,R037703,18.683400566554162
Q00299,R133077,15.472108409615227
Q00300,R281796,15.847285299202277
Q00301,R107651,11.172689948710849
Q00302,R016293,15.912568331017521
Q00303,R025449,15.507781466613903
Q00304,R722696,15.58683089686451
Q00305,R731818,12.956572340726254
Q00306,R915262,16.19070698490257
Q00307,R450382,20.727295966263096
Q00308,R062961,15.982250345071781
Q00309,R788875,16.52528960282858
Q00310,R539117,10.601201676298563
Q00311,R120279,14.906238671830934
Q00312,R358591,15.065401919037539
Q00313,R075108,0.5425191248769626
Q00314,R529773,16.5325226118539
Q00315,R187161,18.23423807974717
Q00316,R342663,12.459464734361129
Q00317,R290221,18.434551605536182
Q00318,R426517,15.257243606651627
Q00319,R827902,16.03496116991081
Q00320,R069620,13.80196041098565
Q00321,R252721,18.303955123337914
Q00322,R175307,14.525493567988143
Q00323,R787075,13.69486704039609
Q00324,R094113,13.510244496881235
Q00325,R033985,17.161026266526697
Q00326,R932158,18.37473164085555
Q00327,R850821,16.872589016018352
Q00328,R288478,13.885681112843601
Q00329,R278079,19.928762504839856
Q00330,R131621,11.699999564976515
Q00331,R666449,16.996148594749243
Q00332,R489828,14.799648071904658
Q00333,R676962,13.108350304983508
Q00334,R207100,15.833147182868624
Q00335,R945580,13.99527795287396
Q00336,R821160,18.429987138883263
Q00337,R897997,17.144433521626244
Q00338,R375456,16.37381873674235
Q00339,R074198,8.133581303890884
Q00340,R990316,10.51207752965783
Q00341,R757092,16.070644430442677
Q00342,R420900,13.58648283787735
Q00343,R185748,15.68877567548822
Q00344,R023032,12.023863289148931
Q00345,R294213,17.86851937693924
Q00346,R426163,16.00268931860275
Q00347,R183647,10.99782614890245
Q00348,R711146,15.57584881188588
Q00349,R107593,17.787258099157203
Q00350,R357770,18.764279203796868
Q00351,R517984,14.83400948921471
Q00352,R573603,14.647330849429997
Q00353,R707829,3.1950766971555993
Q00354,R793519,13.309094243820466
Q00355,R308882,16.59973361725039
Q00356,R846127,13.08692960062901
Q00357,R698824,9.410952700978028
Q00358,R409452,14.1072874803022
Q00359,R341020,15.563798416564193
Q00360,R518192,18.219934589218898
Q00361,R853330,15.534631625271858
Q00362,R127689,17.07256392439883
Q00363,R473322,15.135921227194075
Q00364,R106878,20.927032239355523
Q00365,R666195,16.90899455565775
Q00366,R347018,15.784918028000929
Q00367,R995601,17.432860883696275
Q00368,R478781,14.760958310858127
Q00369,R419725,8.723611268552578
Q00370,R404358,11.272413936414639
Q00371,R914723,14.525056514826575
Q00372,R702592,17.636384763207552
Q00373,R871383,12.964606055431373
Q00374,R448834,16.76109170400818
Q00375,R788255,15.239905316578726
Q00376,R615599,15.130447067912804
Q00377,R614868,12.443879663094567
Q00378,R535802,13.779635146518714
Q00379,R937533,18.275507436938184
Q00380,R482240,11.633682670885541
Q00381,R573618,21.00876478171434
Q00382,R503248,15.6128755272924
Q00383,R927334,17.38859846409515
Q00384,R222155,14.49066566528116
Q00385,R317928,11.970537386021816
Q00386,R065199,17.877410437048656
Q00387,R162496,18.500483641297976
Q00388,R740368,13.293575072951388
Q00389,R078153,14.249470981778485
Q00390,R578740,18.01907966822618
Q00391,R617831,13.22227816543983
Q00392,R451016,14.06432338316787
Q00393,R569622,12.323778151080631
Q00394,R285109,14.183933166460562
Q00395,R333811,16.921165169113213
Q00396,R041478,12.853207061218791
Q00397,R127100,13.665690639430302
Q00398,R530936,15.075242209739393
Q00399,R624232,11.53582180298662
Q00400,R564790,15.214842199679875
Q00401,R490085,15.301379369210581
Q00402,R872369,14.90768576782052
Q00403,R617127,16.067322026295606
Q00404,R168093,15.734486432782527
Q00405,R823301,17.455704565560392
Q00406,R404115,14.114206071095438
Q00407,R935887,15.200406926415807
Q00408,R218451,14.214533991370129
Q00409,R328612,13.164951696021777
Q00410,R034984,15.961635066022609
Q00411,R801314,12.48966121216667
Q00412,R518098,12.189658109479486
Q00413,R862002,17.46184906078905
Q00414,R044264,12.087958016465297
Q00415,R032361,16.164391998190148
Q00416,R236247,14.837054824121727
Q00417,R665428,13.76444250836511
Q00418,R189807,17.73174025999412
Q00419,R870815,17.235774176384275
Q00420,R363773,17.13249497741745
Q00421,R823821,14.482030875350429
Q00422,R082197,17.232542613010775
Q00423,R983617,12.811584138131996
Q00424,R711416,17.638432088583144
Q00425,R032115,15.789866659333955
Q00426,R603271,19.175248799003047
Q00427,R542250,17.954953785070387
Q00428,R265930,12.082497399482111
Q00429,R500631,13.647273518410358
Q00430,R615062,17.68587935524241
Q00431,R587041,7.6837999196321665
Q00432,R345849,15.845616314360926
Q00433,R548475,14.831135547910163
Q00434,R858759,15.78853692571405
Q00435,R022479,17.565411093789162
Q00436,R390308,13.929418444360257
Q00437,R744926,15.135255508977966
Q00438,R289343,12.45651277882442
Q00439,R408220,10.976539856920551
Q00440,R463750,19.229809792915088
Q00441,R501942,15.931421698770057
Q00442,R298065,13.788624244894622
Q00443,R002434,15.998383214011163
Q00444,R642433,10.618648533531163
Q00445,R598677,11.871771805307025
Q00446,R280268,17.634291385279248
Q00447,R093483,16.696562226396022
Q00448,R925232,16.660852660905068
Q00449,R238686,15.175779813650015
Q00450,R798410,16.84218484939174
Q00451,R876441,11.250528643423387
Q00452,R592718,16.239955324623036
Q00453,R391822,12.749066572000592
Q00454,R609830,13.071934165516746
Q00455,R055445,11.86673239331525
Q00456,R178074,15.712423263218227
Q00457,R224352,13.4567537119747
Q00458,R252821,14.066848834188871
Q00459,R170777,13.384980271419002
Q00460,R386493,10.371933225942216
Q00461,R550420,13.767598886439549
Q00462,R213217,15.982712579533493
Q00463,R771759,17.20736483585822
Q00464,R087258,12.107198556612095
Q00465,R805047,17.5075975082546
Q00466,R810355,18.465221743095697
Q00467,R165041,18.031933983681718
Q00468,R187241,18.278926621905164
Q00469,R128306,11.066930002270427
Q00470,R654531,14.749769093078168
Q00471,R004171,10.749635206070659
Q00472,R431059,10.176220875814614
Q00473,R086574,12.80236392715193
Q00474,R162038,15.13692075421393
Q00475,R443271,17.62344413376825
Q00476,R599123,13.87242235183869
Q00477,R952576,18.56032452390462
Q00478,R352704,16.464269176699922
Q00479,R780269,15.468088756277592
Q00480,R009758,15.87818893779921
Q00481,R532930,17.11577493497971
Q00482,R663786,14.169087082278406
Q00483,R728383,12.37027842351475
Q00484,R875861,17.88852357426278
Q00485,R712584,15.558594840322357
Q00486,R793722,15.040641628533182
Q00487,R671969,13.978931139788187
Q00488,R689575,17.35229551698717
Q00489,R024794,16.91952255621089
Q00490,R677832,8.216989627061999
Q00491,R208989,11.84465848695754
Q00492,R271079,12.534602355024747
Q00493,R334566,12.012961709614494
Q00494,R760095,15.277159007022009
Q00495,R153179,14.71856808403272
Q00496,R261103,12.872965586363996
Q00497,R786357,10.30188901437607
Q00498,R046112,17.614164194736937
Q00499,R056082,16.32381120251082
Q00500,R580720,16.876865721622234
Q00501,R776492,18.316200194370726
Q00502,R336939,12.692468000879256
Q00503,R962731,10.281698954560644
Q00504,R356659,16.03161778263128
Q00505,R726497,15.684051009614418
Q00506,R765714,14.746569953374271
Q00507,R333791,17.656002123838118
Q00508,R649946,14.539478447735059
Q00509,R774709,12.405969957402785
Q00510,R567481,19.197379872329886
Q00511,R301469,8.561755777149797
Q00512,R799390,14.170927685404658
Q00513,R962476,19.681098191628983
Q00514,R020745,17.358964971638727
Q00515,R277970,14.678563225640039
Q00516,R773408,19.30343845781017
Q00517,R381081,16.19584978096237
Q00518,R512187,18.41325870939913
Q00519,R362239,13.39773638139798
Q00520,R821898,11.895342504763079
Q00521,R128816,15.267505774438808
Q00522,R613078,15.013827304103328
Q00523,R550674,9.07699648090944
Q00524,R291688,12.163726751940967
Q00525,R267181,9.592179818641569
Q00526,R369047,18.377564003297888
Q00527,R269528,17.9414239148103
Q00528,R807123,14.711990706024975
Q00529,R464551,18.207498824075994
Q00530,R354357,13.80310337044066
Q00531,R562985,20.539435387180472
Q00532,R805344,17.17752539800683
Q00533,R269537,16.40475277722138
Q00534,R497381,14.518336283831514
Q00535,R415205,12.91288224262239
Q00536,R780580,7.654728986473008
Q00537,R779866,13.970735790010224
Q00538,R866206,13.106634209278317
Q00539,R885701,14.627299799701508
Q00540,R234764,11.760383868981958
Q00541,R920293,14.526952244114842
Q00542,R184495,11.964778213110497
Q00543,R840527,15.215439777264109
Q00544,R309926,8.643148908540375
Q00545,R842005,16.09046191623992
Q00546,R546038,15.849382488834301
Q00547,R284467,17.910999778287668
Q00548,R989973,13.553264954121746
Q00549,R909173,13.189886065285577
Q00550,R148517,17.271676549565196
Q00551,R454173,16.273047433389458
Q00552,R343151,16.328109475779467
Q00553,R529113,7.556001537273492
Q00554,R189484,19.0685930443366
Q00555,R913625,15.820606200358274
Q00556,R685740,12.145012977419013
Q00557,R348751,12.264483845347899
Q00558,R421588,11.617080659550789
Q00559,R482059,14.39006880847638
Q00560,R783406,14.874484601504644
Q00561,R057104,15.793152133644973
Q00562,R927876,11.063688373775031
Q00563,R808836,17.249579590539465
Q00564,R401941,14.658646599696041
Q00565,R477174,17.516070896292767
Q00566,R205803,11.766647285022113
Q00567,R539899,17.760849422807574
Q00568,R612662,16.04363966477901
Q00569,R189787,13.162742475050043
Q00570,R544490,15.551851845889999
Q00571,R425068,16.583084821075254
Q00572,R645975,16.858427491021267
Q00573,R234767,16.492337322808012
Q00574,R445380,15.89733638944633
Q00575,R987850,19.437094884402352
Q00576,R811701,14.62580773354641
Q00577,R338051,14.342552432301893
Q00578,R730091,16.79817439512621
Q00579,R250988,10.392420356228012
Q00580,R203304,15.920832155478108
Q00581,R188679,21.11356575744449
Q00582,R764540,12.474327433525817
Q00583,R813970,16.72073043008762
Q00584,R254141,20.592239787060603
Q00585,R570362,10.667605818343082
Q00586,R342971,15.081653720235353
Q00587,R156949,14.305184791965775
Q00588,R936760,14.154911934750693
Q00589,R062961,15.182316624653092
Q00590,R140752,15.251415814209102
Q00591,R193122,14.871676039781862
Q00592,R559146,18.05507046294009
Q00593,R269732,6.47076372083275
Q00594,R372195,16.546015045171178
Q00595,R401451,15.905254611922633
Q00596,R125688,8.151874289990063
Q00597,R178836,15.18149243518657
Q00598,R581216,13.455909301275588
Q00599,R076429,15.727512369808293
Q00600,R608119,16.59346229655933
Q00601,R333699,18.911524281433984
Q00602,R603271,15.104159765248784
Q00603,R348469,15.98970814640735
Q00604,R710596,17.770507620665263
Q00605,R933729,17.900409278763142
Q00606,R618390,14.650291122035853
Q00607,R811522,18.94472849718664
Q00608,R370623,18.010221882457653
Q00609,R247760,11.43684631716935
Q00610,R935523,16.909794449210793
Q00611,R007437,12.04833785475379
Q00612,R656739,13.335479756055813
Q00613,R184135,13.774124664258718
Q00614,R179610,17.219759580597596
Q00615,R555000,16.151570251727875
Q00616,R912826,19.191696595820783
Q00617,R089603,12.240743393421035
Q00618,R149709,16.181502823509216
Q00619,R823336,16.72864581947998
Q00620,R536587,13.210345756355327
Q00621,R927334,18.71336524796988
Q00622,R829394,16.052140398072588
Q00623,R969967,15.236443440025948
Q00624,R403884,15.082568361490678
Q00625,R069620,12.962739459819023
Q00626,R591077,17.2509149888908
Q00627,R031110,13.436537368061664
Q00628,R817560,16.482015760595466
Q00629,R493515,16.729834994811373
Q00630,R211490,14.982769079519827
Q00631,R247026,21.292529450040195
Q00632,R612680,16.699079573897208
Q00633,R564390,15.67222265647204
Q00634,R885480,16.685222587002198
Q00635,R586384,17.498238947599287
Q00636,R172436,19.255811350780306
Q00637,R587090,8.00995008362401
Q00638,R166264,12.530286795879766
Q00639,R143996,17.456906531805043
Q00640,R107639,12.682054273533703
Q00641,R557723,15.522765421582038
Q00642,R355666,13.666227242335504
Q00643,R200367,18.736392610394983
Q00644,R464607,10.392587287862428
Q00645,R756912,14.78290471206436
Q00646,R925439,11.604493169781787
Q00647,R221711,12.622912858408782
Q00648,R835984,8.794470681190882
Q00649,R521932,12.739448179883954
Q00650,R889379,14.028704913961624
Q00651,R343687,14.48041134825057
Q00652,R985354,15.504502427223864
Q00653,R723764,12.90849117152865
Q00654,R028145,14.351447107159853
Q00655,R400781,12.286991376860717
Q00656,R132034,10.796689961718371
Q00657,R781635,16.01549373595763
Q00658,R799338,21.392098450862786
Q00659,R139822,15.549767691857916
Q00660,R670114,18.577203693622785
Q00661,R334318,18.29242386511018
Q00662,R096133,15.177652658789716
Q00663,R999639,15.530996083525991
Q00664,R400689,13.585031829830253
Q00665,R619403,12.879511477298973
Q00666,R538673,16.595275496651883
Q00667,R743041,13.701692698034492
Q00668,R500629,13.322349378786372
Q00669,R958307,15.778437759109112
Q00670,R067988,16.564988967611423
Q00671,R729888,9.96612225952919
Q00672,R909978,9.926143092593682
Q00673,R222898,15.182107143464993
Q00674,R389005,17.77356873616398
Q00675,R796138,14.832833155851088
Q00676,R062081,16.678122324096194
Q00677,R719081,18.068137019022732
Q00678,R717962,20.131865368288512
Q00679,R928014,13.164532222278599
Q00680,R156519,11.523032477897624
Q00681,R760731,12.674674171009954
Q00682,R042333,13.788925079871973
Q00683,R017307,19.49912024708598
Q00684,R365978,12.527934714811776
Q00685,R810176,14.960520193606783
Q00686,R900019,19.96961585556824
Q00687,R162069,15.981844818254245
Q00688,R155443,16.493333218667576
Q00689,R614147,12.923882091325282
Q00690,R358684,14.734994908920783
Q00691,R685739,13.675730181715467
Q00692,R603880,14.767978258051302
Q00693,R684322,15.673210253971385
Q00694,R044100,18.441629550018064
Q00695,R699196,18.390177048991998
Q00696,R105907,14.478696196934806
Q00697,R294268,13.899379121798477
Q00698,R352824,13.453625326456056
Q00699,R711934,17.036433504965462
Q00700,R764421,17.266040007525827
Q00701,R915325,17.94629614441538
Q00702,R924735,20.018401325664644
Q00703,R341610,10.108332212465674
Q00704,R242505,19.940935791582575
Q00705,R757092,17.13905116011402
Q00706,R843622,16.948142773978926
Q00707,R091369,17.944361343651885
Q00708,R604789,13.616095639079441
Q00709,R168241,16.270073417160496
Q00710,R969617,12.204799577738797
Q00711,R859044,11.7168936907603
Q00712,R219353,16.181895093171974
Q00713,R797240,12.784481190452038
Q00714,R867757,16.475980328132668
Q00715,R525124,17.10180029078523
Q00716,R209028,18.07651407463101
Q00717,R498630,14.492635803622733
Q00718,R493567,15.123392288940341
Q00719,R277524,14.832890842425074
Q00720,R271313,14.419173745876495
Q00721,R367989,15.749017513433271
Q00722,R294732,15.50127786714896
Q00723,R607707,18.813152185065665
Q00724,R042260,11.833981963776711
Q00725,R708087,19.54686782922452
Q00726,R159832,11.639823969058787
Q00727,R561778,12.734510525480596
Q00728,R025882,15.967995235059796
Q00729,R239293,18.184901350549904
Q00730,R487763,14.695848386914236
Q00731,R153260,16.124041787263906
Q00732,R520077,16.026129347727544
Q00733,R066420,15.78318324011719
Q00734,R808473,14.385076526252925
Q00735,R978190,13.549034114087503
Q00736,R175728,17.351791230670717
Q00737,R823057,17.436730156752223
Q00738,R696433,15.900916072410782
Q00739,R593217,14.425593443448529
Q00740,R297418,17.401660313808556
Q00741,R342179,12.604170229570663
Q00742,R170874,16.935793628567733
Q00743,R155565,5.915755725398881
Q00744,R492495,18.02106946010893
Q00745,R539438,14.85831255027821
Q00746,R552559,12.201251208444244
Q00747,R571731,14.487077251603457
Q00748,R007851,14.324381070171338
Q00749,R739029,17.584198609758193
Q00750,R865945,11.835077373826921
Q00751,R833772,17.343924378504788
Q00752,R821955,11.169992110711956
Q00753,R006656,17.051709371199028
Q00754,R059327,14.607147989819673
Q00755,R013457,12.543819775051693
Q00756,R602500,16.890406283013853
Q00757,R031642,12.440026069049127
Q00758,R664819,18.7291880266478
Q00759,R263830,14.004553423455476
Q00760,R565293,13.271683155321071
Q00761,R437755,18.355160921781227
Q00762,R188539,16.353156061863587
Q00763,R176037,14.888111120428828
Q00764,R923197,12.44385614877859
Q00765,R765250,14.939432460067533
Q00766,R428874,13.489591951109253
Q00767,R519023,17.373757663666762
Q00768,R068837,21.166090805531493
Q00769,R800779,16.583481287263126
Q00770,R174933,8.099600835134007
Q00771,R704990,13.784574843396046
Q00772,R157379,12.838869590956872
Q00773,R645206,10.821453304763923
Q00774,R959484,19.02708040529829
Q00775,R730731,9.4495307137994
Q00776,R259287,14.973782917323682
Q00777,R387726,12.969930181338174
Q00778,R230586,12.623467472979252
Q00779,R937534,18.01900562350358
Q00780,R179886,12.635572278751374
Q00781,R811438,15.690449502176405
Q00782,R266972,12.371191185879496
Q00783,R867746,15.024224096682623
Q00784,R477513,13.214341501850944
Q00785,R543565,14.368595633566994
Q00786,R473423,15.350182700179834
Q00787,R601657,13.3769879393178
Q00788,R525447,16.886661213639698
Q00789,R473091,9.92226729399063
Q00790,R149290,15.641354430523624
Q00791,R013871,14.948162376744826
Q00792,R513529,14.802567924766782
Q00793,R932879,13.52494978207626
Q00794,R110949,13.926688649737825
Q00795,R921135,15.235550171427851
Q00796,R705838,13.54895684212614
Q00797,R951914,11.98722660580956
Q00798,R764572,15.10823634881986
Q00799,R719204,12.152041858272986
Q00800,R923159,15.61123948284087
Q00801,R980247,16.582566897984904
Q00802,R192793,12.738334376389284
Q00803,R034824,18.461996371156204
Q00804,R785549,15.056005525722195
Q00805,R562595,18.25009212851734
Q00806,R525986,15.795781610340384
Q00807,R768358,18.70220753602308
Q00808,R999711,12.120738821800451
Q00809,R342284,14.894794865516024
Q00810,R789232,13.647081762733668
Q00811,R733762,10.166600334741373
Q00812,R541855,16.41940424903314
Q00813,R966387,16.430200285726347
Q00814,R426541,15.525702598341073
Q00815,R782926,14.831803169529802
Q00816,R628691,18.583094233804765
Q00817,R708371,14.80704965381816
Q00818,R533013,15.33799232939206
Q00819,R919500,13.36979738495407
Q00820,R857479,12.695156058820313
Q00821,R036645,19.6147177503846
